,country,handle,contribution,contest_count,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12,organization_ABV-IIITM Gwalior,organization_Amrita Vishwa Vidyapeetham,"organization_Army Institute Of Technology (AIT), Pune","organization_BIRLA INSTITUTE OF TECHNOLOGY,  MESRA",organization_BIT Mesra,"organization_BIT Mesra, Ranchi","organization_BIT, Mesra",organization_BITS Pilani,organization_BITS Pilani Goa Campus,organization_BITS Pilani Hyderabad Campus,"organization_BITS Pilani, Pilani campus","organization_BITS, Pilani","organization_Birla Institute of Technology, Mesra","organization_College of Engineering, Guindy",organization_DA-IICT,organization_DAIICT,"organization_DAIICT, Ghandinagar Gujarat",organization_Delhi Technological University,organization_Dwarkadas J. Sanghvi College of Engineering,organization_HBTI Kanpur,organization_Heritage Institute Of Technology,organization_IEM Kolkata,"organization_IIEST, Shibpur",organization_IIIT - Delhi,organization_IIIT - HYDERABAD,organization_IIIT Allahabad,organization_IIIT Bangalore,organization_IIIT Delhi,organization_IIIT Hyderabad,organization_IIT BHU Varanasi,"organization_IIT BHU, Varanasi",organization_IIT Bombay,organization_IIT Delhi,organization_IIT Guwahati,organization_IIT Hyderabad,organization_IIT Indore,organization_IIT Jodhpur,organization_IIT Kanpur,organization_IIT Kharagpur,organization_IIT Mandi,organization_IIT Patna,organization_IIT Roorkee,organization_IIT(ISM) DHANBAD,organization_Indian Institute Of Technology Varanasi,organization_Indian Institute of Technology Bombay,organization_Indian Institute of Technology Delhi,organization_Indian Institute of Technology Kharagpur,organization_Indian Institute of Technology Madras,organization_Indian School of Mines,organization_Jadavpur University,organization_Jalpaiguri Government Engineering College,organization_Jamia Millia Islamia,"organization_Jaypee Institute of Information Technology,Noida",organization_Kamla Nehru Institute Of Technology,organization_LNMIIT,organization_Lovely Professional University,organization_MANIT Bhopal,"organization_MNNIT ,Allahabad","organization_MNNIT, Allahabad",organization_Madras institute of technology,organization_Malaviya National Institute of Technology(MNIT),organization_Microsoft,organization_Motilal Nehru National Institue of Technology,organization_NIT Calicut,organization_NIT Durgapur,organization_NIT Hamirpur,organization_NIT Jalandhar,organization_NIT Jamshedpur,organization_NIT Kurukshetra,organization_NIT Silchar,organization_NIT Trichy,organization_NIT Warangal,"organization_NITK , Surathkal",organization_National Institute of Technology Patna,"organization_Netaji Subhas Institute of Technology, Delhi",organization_Nirma University,organization_Pune Institute of Computer Technology,organization_SRM University,organization_SSN College Of Engineering,organization_SVNIT,organization_Thapar University,organization_University School of Information Technology,"organization_Vellore Institute of Technology,Vellore"
2374,India,dolphin1999,0,24,1413,1534,43,specialist,977,258,1258.9147286821706,1709.8039215686276,1200,3,3,147,0,4,6,57,61,2,27,20,15,0,8,38,11,0,2,5,36,52,30,14,16,0,1,3,15,5,37,59,76,38,32,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,India,RZ0895,0,8,1467,1511,11,specialist,1874,65,1049.2307692307693,1492.3076923076926,1000,0,0,39,0,0,0,11,9,0,13,2,0,0,3,3,0,0,0,0,5,12,2,1,3,0,0,0,0,0,30,18,8,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,India,DR.MANHATTAN,6,12,1197,1404,5,newbie,1194,119,992.4369747899159,1330.4347826086955,1000,0,1,83,1,0,0,22,17,1,20,4,2,0,4,12,0,0,0,3,9,22,0,0,1,0,1,1,1,0,56,44,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5304,India,tssurya,0,25,1223,1415,9,pupil,2066,30,1090.0,1283.3333333333333,1100,0,1,23,0,0,0,6,8,0,0,0,0,0,2,2,0,0,0,0,4,7,2,0,1,0,0,0,0,0,5,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,India,newb,0,77,1383,1627,37,pupil,1434,511,1313.6986301369866,1770.5882352941173,1300,8,5,277,3,5,14,100,111,2,35,45,37,1,20,57,13,1,0,15,71,133,57,21,28,2,2,7,28,8,77,90,116,91,92,36,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,India,mittal_sarthak,0,3,1287,1429,2,pupil,1071,17,1082.3529411764703,1533.333333333333,1000,0,1,12,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,1,0,6,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,India,PriyamV_181,-29,23,1764,1764,72,expert,757,83,1284.3373493975905,1718.75,1300,0,0,38,0,1,0,26,14,0,4,23,2,0,9,13,1,0,0,3,11,20,9,3,6,0,0,1,5,3,14,13,21,19,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,India,rakesh411,0,20,1493,1550,4,specialist,818,64,1226.5625,1741.666666666667,1200,0,0,30,0,2,4,15,4,1,6,3,6,0,3,4,0,0,0,5,5,16,6,2,5,0,0,2,3,2,15,14,17,8,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,India,GAURAV__404,0,32,1375,1439,17,pupil,614,197,1296.9543147208121,1846.1538461538464,1300,0,2,88,1,3,2,36,52,0,11,12,11,0,7,19,5,0,0,5,21,57,18,6,15,1,0,4,6,2,36,37,51,21,31,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,India,Arun1994,0,3,1242,1405,0,pupil,1505,5,1060.0,1300.0,1100,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1530,India,Xinigami,0,17,1682,1696,13,expert,530,79,1254.4303797468351,1700.0,1200,0,0,48,0,0,2,22,12,0,6,2,6,0,2,10,2,0,0,4,7,17,7,1,3,0,0,3,1,0,16,17,16,12,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,India,nileshmittal16,0,17,1362,1412,3,pupil,460,34,1082.3529411764703,1483.333333333333,1100,0,0,22,0,0,0,4,6,0,2,2,0,0,0,1,0,0,0,1,2,11,2,0,0,0,0,0,0,0,12,7,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599,India,Gauravk_007,0,8,1115,1401,28,newbie,612,16,1037.5,1466.666666666667,1000,0,0,12,0,0,0,7,1,0,2,1,1,0,0,1,1,0,0,2,0,3,1,0,1,0,0,0,0,1,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,India,anshupuri,0,2,1419,1447,13,specialist,1125,9,1222.2222222222224,1700.0,1200,0,0,3,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,India,abhi_learner,0,42,1486,1668,40,specialist,896,741,1351.0121457489881,1833.108108108108,1300,6,8,339,10,11,22,139,191,3,56,52,54,3,34,97,24,1,2,16,89,194,98,45,50,4,1,12,51,13,93,124,165,141,133,59,16,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,India,ekanshi,0,6,1053,1366,14,newbie,306,18,972.2222222222223,1300.0,900,0,0,13,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,1,2,5,0,0,0,0,0,0,0,0,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,India,Wolverine_99,0,15,1321,1494,4,pupil,334,80,1160.0,1662.5,1100,0,0,44,1,2,2,12,17,0,8,4,3,1,3,14,0,0,0,0,10,14,6,3,2,0,0,1,5,1,27,13,17,14,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,India,kevin.sebastian,0,24,1661,1661,24,expert,1834,143,1253.8461538461538,1607.142857142857,1200,1,1,86,2,6,2,31,48,3,4,7,5,0,7,23,4,0,1,0,10,35,12,7,7,0,1,1,11,2,14,32,51,29,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,India,Phani458,0,1,1409,1409,1,specialist,1274,10,1150.0,1500.0,1100,0,0,8,0,0,0,2,4,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,India,The_D,0,4,1324,1411,7,pupil,77,146,1073.972602739726,1444.8275862068963,1100,0,1,102,0,0,0,30,25,0,18,4,1,0,1,12,1,0,0,3,12,38,2,0,6,0,1,1,1,1,50,49,35,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,India,anuj.charm,-12,4,1231,1459,1,pupil,724,11,1118.1818181818182,1450.0,1100,0,0,8,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,India,sandilya28,0,2,1482,1482,6,specialist,2142,4,1175.0,1500.0,1100,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,India,blunderboy,0,1,1426,1426,0,specialist,2772,9,1311.111111111111,1700.0,1300,0,0,2,0,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,India,StoneCold_,3,72,2011,2098,214,candidate master,1783,379,1527.4406332453823,2220.0,1500,10,4,167,10,10,18,81,72,7,25,40,46,3,21,44,17,4,4,9,32,79,82,19,22,4,2,2,33,15,35,49,68,55,60,44,27,21,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4926,India,sach129606,0,26,1819,1819,5,expert,1891,134,1384.3283582089555,1815.3846153846155,1400,1,3,70,1,4,4,31,35,1,7,9,6,0,6,20,4,0,0,0,15,26,23,30,5,1,0,1,19,1,8,20,36,32,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4034,India,kartik_verma,0,11,1008,1406,2,newbie,365,34,1070.5882352941176,1550.0,1000,0,0,22,0,0,0,8,5,0,1,3,0,0,1,2,0,0,0,0,1,11,4,0,8,0,0,1,0,0,14,9,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,India,gbrocks,0,22,1555,1586,27,specialist,1890,213,1108.4507042253524,1523.8095238095239,1100,1,1,147,2,0,1,54,43,0,21,2,5,0,5,20,1,0,0,5,16,42,10,2,6,0,1,0,3,0,64,72,40,20,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,India,Pavan_Sai,0,5,1301,1436,0,pupil,762,13,976.9230769230768,1250.0,900,0,0,9,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,India,Baba,52,60,2435,2435,1416,grandmaster,1540,566,1753.0035335689047,2526.5486725663723,1700,6,16,194,23,31,72,88,113,16,35,52,97,19,16,59,27,7,1,19,53,108,128,66,29,7,2,8,99,16,29,52,61,69,89,63,66,51,46,21,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,India,paraggupta1993,0,15,1482,1609,53,specialist,2664,41,1307.3170731707314,1825.0,1200,0,0,21,2,0,0,10,12,0,3,2,1,0,2,4,0,0,0,2,2,7,1,1,2,0,0,1,1,0,4,12,10,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,India,cslite,0,8,1396,1498,9,pupil,267,48,1329.1666666666667,1688.888888888889,1300,0,1,15,0,3,5,5,18,0,6,4,4,0,4,1,1,0,0,1,3,11,7,7,3,0,0,0,8,0,6,8,11,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,India,HBP,0,37,1349,1462,6,pupil,555,82,1135.3658536585365,1500.0,1100,0,0,52,0,0,0,10,18,0,10,4,3,0,2,12,0,0,0,0,7,14,5,1,2,0,0,2,1,1,20,21,24,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,India,abhisuma,0,3,1354,1375,4,pupil,837,84,1150.0,1531.25,1100,0,2,50,1,0,2,14,25,0,15,2,1,0,0,13,2,0,0,0,7,17,6,4,3,0,1,1,4,0,18,25,29,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,India,hydra_96,0,5,1142,1428,23,newbie,868,79,1048.1012658227846,1380.0,1000,1,1,54,0,0,0,15,12,0,8,1,2,0,1,10,0,0,0,0,5,19,3,0,3,0,2,1,1,1,29,22,21,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,India,ayushgupta1997,-6,35,1259,1440,15,pupil,693,233,1139.4849785407725,1510.8695652173913,1100,0,3,137,0,4,3,40,55,1,25,12,4,0,3,30,3,0,0,3,15,60,15,9,11,0,1,6,8,4,61,56,75,26,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2925,India,pankajb23,0,40,1548,1668,24,specialist,2401,306,1389.2156862745098,1903.2786885245898,1400,3,5,158,13,0,8,46,63,5,27,20,14,0,7,28,12,0,1,4,35,86,51,9,31,3,2,4,12,5,34,54,64,52,53,31,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,India,iskein,0,21,1612,1612,18,expert,1165,336,1354.7619047619048,1853.7313432835824,1300,6,6,173,2,1,8,59,79,1,23,25,21,0,15,45,14,2,0,10,45,73,40,14,20,2,2,5,22,6,35,73,68,59,55,28,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,India,Karan2116,2,46,1460,1460,38,specialist,1640,430,1354.4186046511627,1811.6279069767445,1400,13,16,206,9,22,12,74,89,6,58,35,32,2,22,49,13,2,1,8,45,108,69,45,21,2,3,3,50,9,50,69,92,102,73,31,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1071,India,rahul0379,0,14,1489,1551,16,specialist,1846,19,1142.1052631578948,1433.333333333333,1100,0,0,11,0,1,0,4,7,0,2,0,2,0,0,5,1,0,0,1,1,4,0,1,0,0,0,0,1,0,1,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,India,98Avnish,0,17,1204,1388,6,pupil,282,210,995.7142857142856,1309.5238095238094,1000,0,1,150,1,0,0,31,40,0,28,5,3,0,2,25,1,0,0,4,16,38,8,1,7,0,1,0,1,2,91,75,34,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,India,vaiku,0,1,1412,1412,0,specialist,814,14,1042.857142857143,1550.0,900,0,0,8,0,0,0,3,1,0,5,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
